,Data_value,tot_pop,male_pop,female_pop,median_age,median_age_male,median_age_female,employ_status_tot,employ_status_working,employ_status_working_civ,employ_status_working_civ_employed,employ_status_working_civ_unemployed,employ_status_working_military,employ_status_not_working,birth_ed_tot,birth_ed_less_than_high,birth_ed_high,birth_ed_some_coll,birth_ed_batchelors,birth_ed_graduate,birth_income_tot,birth_income_none,birth_income_with _income,birth_income_less_10K,birth_income_10_15K,birth_income_15_25K,birth_income_25_35K,birth_income_35_50K,birth_income_50_65K,birth_income_65_75K,birth_income_more_75K,trans_tot,trans_car_truck_van_alone,trans_car_truck_van_pool,trans_public,trans_walked,trans_taxi_bike_other,trans_worked_home,occupation_tot,occupation_manage_bus_science_arts,occupation_service,occupation_sales_office,occupation_resources_construct_maint,occupation_production_transport,occupation_military,industry_tot,industry_ag_forestry_fish,industry_construction,industry_manufact,industry_wholesale,industry_retail,industry_trans,industry_information,industry_finance_insure_realestate,industry_professional_scientific_management,industry_education_health_care,industry_arts_entertatinment,industry_other_services,industry_public_admin,industry_military
Chronic Health Indicators-Asthma-Adults who have ever been told they have asthma (variable calculated from one or more BRFSS questions)-Yes,1.0,-0.1907827159858056,-0.19374999065222842,-0.18786164622986484,0.3776729424793969,0.3656461189416063,0.3717493538822669,-0.18339058785019616,-0.19359290856186018,-0.19216904120555373,-0.19577998253832374,-0.14834319433393162,-0.3149278688324902,-0.1648542556353401,-0.17482997656098742,-0.19806964894597767,-0.15181693455633713,-0.1953588219989604,-0.1799922087386195,-0.10863633870891658,-0.17644222673227714,-0.1952980854741901,-0.17220524782959742,-0.16283022011695591,-0.17834770680975842,-0.18594010608020495,-0.18607516056401405,-0.1812002514326531,-0.1661567695441433,-0.14520579437879255,-0.1488358565805635,-0.19902216061445407,-0.2262385389642253,-0.2318796587858383,0.06157096256311273,-0.0026559581181338637,-0.17735777878441766,-0.2161741343300939,-0.1983394256952733,-0.18290325010638336,-0.18990945510416082,-0.20448599831816042,-0.25146170092533704,-0.1880342914665059,-0.3162866257976516,-0.1983394256952733,-0.3216804471115237,-0.2597698347058019,-0.1356726335307996,-0.2165313682300892,-0.20686014149450743,-0.21411875257657834,-0.16195553320100853,-0.19698697815680252,-0.19446654810538846,-0.15920816882260208,-0.20983755083139458,-0.20353951344157958,-0.19308721148702268,-0.3152308049936359
Chronic Health Indicators-Asthma-Adults who have ever been told they have asthma (variable calculated from one or more BRFSS questions)-No,1.0,0.19233097916589847,0.19526081948774604,0.18944617212044,-0.37518470794980197,-0.3633717826017767,-0.3690429265020228,0.18506759117331803,0.1949472876881586,0.1935376739797976,0.19710971596284926,0.1501281053286849,0.31414365559217666,0.16707448604527556,0.17665094715792615,0.19901115908218583,0.1544719044084938,0.1976348799584034,0.18119572631871794,0.10963473745839071,0.178180865024389,0.19672888228171861,0.17400094256366377,0.1649065955422463,0.18062482522703155,0.1883195045961161,0.18842303057552,0.1833019275388578,0.16750371751391147,0.146195909306676,0.1491125154026061,0.20035689413004695,0.22791914460476875,0.2329635331738548,-0.06243716918665183,0.002464131051256705,0.1784723957791434,0.21737103612533185,0.1996682949373075,0.18383403232241066,0.19155663946022097,0.20617460433064647,0.2526608290268668,0.18948542692796186,0.31545006796462,0.1996682949373075,0.32155661908765226,0.2609345288239749,0.1371978480980648,0.21763356157991176,0.20871779051245987,0.2152098246257451,0.16227237510925707,0.19851011931112822,0.19547522106032403,0.16049786712013803,0.21176348867767356,0.20486980353305087,0.19377566039147356,0.3144500417914457
Chronic Health Indicators-Cardiovascular Disease-Ever told you had angina or coronary heart disease?-Yes,1.0,-0.025616325632132765,-0.029678942186493907,-0.021652038255901684,0.4686634271970887,0.42837884161518947,0.4984863073427222,-0.0195612992661051,-0.051400040050985786,-0.05056554071190895,-0.05563265969737437,0.007375991854626401,-0.13992875979028752,0.035110925904793325,0.011071873910451162,0.008756286726795473,0.10879040234364216,0.0010958922368678285,-0.051913834445169886,-0.06166876741497182,0.006909495137245585,-0.0026654022506674715,0.00880786621740528,0.03995942814799891,0.05341082954717514,0.04884170429184471,0.04037713466810869,0.018235042288225704,-0.0235937220688336,-0.0520436882081049,-0.09486060177353844,-0.05618586446665801,-0.033188913446678917,-0.06786767714761881,-0.10768091816525584,-0.11336810504071687,-0.11241569365227848,-0.11896549909698467,-0.0566017055815744,-0.08709928004383843,-0.04268030378403647,-0.041760319243268944,-0.04372397443687962,-0.0133906041660394,-0.15177779471946576,-0.0566017055815744,-0.07795976414076368,-0.062298213707909035,-0.01218014263614073,-0.06013424665289054,-0.02748983291305998,-0.05093702280654452,-0.10139489827194009,-0.07581040297437011,-0.1010246361909076,-0.04368367694609292,-0.043889784072682944,-0.05626471799576804,-0.07794169491799892,-0.13985907318984933
Chronic Health Indicators-Cardiovascular Disease-Ever told you had angina or coronary heart disease?-No,1.0,0.023707954734596776,0.027775515434682506,0.01973913158146742,-0.4731665399979405,-0.43299489865674645,-0.5027680153956862,0.017613114773665818,0.04943892347449126,0.04860097124805414,0.0536715181329885,-0.009347301175391757,0.13894400180405223,-0.03702576007870497,-0.013522628440983769,-0.010311280220809816,-0.11151750859464298,-0.003536026078348877,0.049396752744306334,0.05894905048795752,-0.0093161265445865,0.0008590762216474613,-0.011328340944565462,-0.042335947044743,-0.05568168992583965,-0.05142287460084366,-0.0431920121228005,-0.02102672813861013,0.02095622385982758,0.0495273402571375,0.09269495402518167,0.05423049049823341,0.031312773336453416,0.0660614541402013,0.10631273211411901,0.11126767623501779,0.11069995368528603,0.11670446529299836,0.05464086296226638,0.08504722669145767,0.040721041497327345,0.03973845771490141,0.04230153096081265,0.01153541699363321,0.15046178149260706,0.05464086296226638,0.07817481541298699,0.06079188255009259,0.010033629991460919,0.05833454665593945,0.025443551736074314,0.04914379427555205,0.09955952022008335,0.073602828377534,0.0990395290190296,0.04159768327469751,0.04187853687551939,0.054508176758432336,0.07628100114396195,0.13887967532131393
Chronic Health Indicators-Cardiovascular Disease-Ever told you had a heart attack (myocardial infarction)?-Yes,1.0,-0.10134371687230607,-0.1042738282719286,-0.09847218912514384,0.39368141141521207,0.3718522930353219,0.4166075812953905,-0.09680772817807339,-0.12398199388758421,-0.123291322022247,-0.12620031805634976,-0.0884968195749204,-0.17439698940768145,-0.04968502660310786,-0.08828717741385106,-0.08364464167232742,0.007999500738599652,-0.08598223505241742,-0.15661632049581148,-0.17531757734877418,-0.09177002779533237,-0.09893025721540796,-0.0900961282367112,-0.05453791715061176,-0.039489670200105444,-0.043216605907862096,-0.051848153693544154,-0.07808730330890958,-0.12707769051231887,-0.16028234318044307,-0.20641895144600061,-0.12626508107074688,-0.09061023853100458,-0.12899109121871993,-0.21599905912523354,-0.223429352031425,-0.19359701272921828,-0.18124871160283806,-0.12661676892292656,-0.16405619820733758,-0.11960321891528522,-0.1125608974969378,-0.10665042834961662,-0.0498311745839517,-0.1914258040253583,-0.12661676892292656,-0.11039443046587862,-0.1297887009906387,-0.041754185555847506,-0.12990021066157637,-0.09323148892218176,-0.10971749231138916,-0.18753433272084424,-0.15222156633964284,-0.18332771289366329,-0.11895759997542295,-0.11475272233644504,-0.13032413138598592,-0.16698492501099702,-0.17396299913535487
Chronic Health Indicators-Cardiovascular Disease-Ever told you had a heart attack (myocardial infarction)?-No,1.0,0.09941396886266293,0.1022993066501767,0.09658637627588833,-0.39121839755823584,-0.370200327735761,-0.4137306538256741,0.09489477438518917,0.12208181374814607,0.1213891786984018,0.12428861251976385,0.08673335708859982,0.1732722792757157,0.04776117061417636,0.08633273963850509,0.08202291490806982,-0.010092828391005889,0.08381375011089998,0.15461714614898153,0.17403499750105322,0.08980915091360321,0.0971666079726493,0.08810091814269443,0.052456824760124476,0.03740201170152058,0.04096591454493155,0.049561794762641914,0.07587993062428591,0.12518708135141401,0.15868937801036662,0.20516908840406994,0.12435866096894975,0.08876811714108586,0.12709491018439364,0.2151380602929976,0.22105887132548538,0.19108184651446372,0.17893336802911863,0.12470578457428207,0.16243364065600208,0.11758786083798498,0.11054231603792357,0.10461685343161092,0.047570266163374196,0.19049878881847582,0.12470578457428207,0.10738895232288805,0.12804067645417475,0.03922956162303807,0.1275776900166227,0.09108664344737462,0.10762396949580375,0.18567881530267025,0.1500792852930878,0.18200037250117831,0.11705676661607779,0.11254815480016087,0.1287173547848613,0.16770343699951465,0.17285766372172962
Chronic Health Indicators-Cardiovascular Disease-Ever told you had a stroke?-Yes,1.0,-0.022757541443109448,-0.025249524905209222,-0.020324823876749384,0.11377093056723905,0.09516408309487842,0.13493078283039456,-0.022274438670016994,-0.04177908970799742,-0.042030319611590435,-0.04362799534639541,-0.023337587788574265,0.0009405183798022409,0.011277282975168904,-0.03106301811943321,-0.0025176821532507045,0.0481546332879731,-0.026934953726803983,-0.10356221333564662,-0.12147491167314443,-0.03242790505030055,-0.02138043722275401,-0.03455408649274721,0.003433579160058845,0.01845499784560988,0.0109368887048845,-0.0018007461196744103,-0.029559071277377225,-0.07423036940821402,-0.10824721607853971,-0.14509754421700088,-0.042485136941455726,-0.0021529004345737118,-0.028177783067705922,-0.20222717203764637,-0.19798685515011807,-0.11457424312142421,-0.10771469949860019,-0.04266863733968034,-0.07830407118482662,-0.04642225904052329,-0.03599280544575337,-0.012400881956781365,0.042735583037836936,-0.0026181760756966337,-0.04266863733968034,-0.020706304841708937,-0.033779943602255544,0.039511421562021885,-0.05304183397638429,-0.01997215087897774,-0.01542704594479454,-0.11654924075551865,-0.08871318595294234,-0.09347043949876581,-0.048820395047923106,-0.04001950600906826,-0.039903390316038984,-0.03942146336930226,0.0015335027677800255
Chronic Health Indicators-Cardiovascular Disease-Ever told you had a stroke?-No,1.0,0.022933724727286962,0.02538135753564607,0.020544216526613,-0.11184236226708245,-0.09379811604925221,-0.13283261128326354,0.022533910023509348,0.042235357309608465,0.04250104833826331,0.044147927692729245,0.023246011919130897,-0.0023963930625156816,-0.011356538187172627,0.03128473471741072,0.0018779560948319275,-0.047849393387256745,0.026703517140963588,0.10421710502502368,0.12307895171784143,0.032645053918068594,0.0206450778180235,0.034961318203893615,-0.003113358226014836,-0.01835128133349878,-0.01092964190578787,0.002083757967286072,0.030011465642584237,0.07492343689761684,0.1092326066999366,0.14593961552926998,0.04296121676068072,0.002613539019395744,0.028046126825803104,0.20297151694810994,0.19931580680706393,0.11445977558353247,0.10810039234857714,0.04318215040354219,0.0793638150746228,0.04682785984202506,0.036369370828623696,0.01215018818867718,-0.042861815318356374,0.0005845197842481324,0.04318215040354219,0.018957945817943044,0.0338352676820108,-0.03909370793958622,0.05312098629532607,0.020349213064410124,0.0151950025195164,0.11721455830458319,0.08972806273304997,0.09419096713767224,0.05019688203109572,0.04015256030020127,0.04004887964435431,0.039186168898031525,-0.0029880010790060956
Chronic Health Indicators-COPD-Ever told you have COPD?-Yes,1.0,-0.042901050638574814,-0.04591062605395077,-0.03996075601721781,0.3640084266208427,0.3644734758645392,0.36718184226663386,-0.03905188920849548,-0.05756016571579701,-0.05714221013533203,-0.05825901095924621,-0.04362486834348101,-0.09297035231503022,-0.007111224412359169,-0.04808085702791679,-0.04580966723286013,0.04381967475311078,-0.05087185923945816,-0.11674088869979969,-0.11533896398420555,-0.050881809925460965,-0.059716952522400155,-0.048979915667980975,-0.012300938758792873,-0.005664524470385199,-0.009580495934406958,-0.015864965357975887,-0.038852783886947184,-0.08198243922249297,-0.11263352535538351,-0.15514999341572733,-0.058144277424795894,-0.026948743615723397,-0.06797813584736777,-0.14575684401210956,-0.15862536140407127,-0.14359209436430292,-0.11853869306132186,-0.05812270535227927,-0.08716409172279777,-0.06029653173784021,-0.051648983347218284,-0.0512627612571361,0.026702683573112847,-0.0978547946173617,-0.05812270535227927,-0.10149541253441365,-0.0678196916823375,0.03921087048377791,-0.07792912215165688,-0.03680334172581392,-0.036355061930288216,-0.11959661336521557,-0.09122612042307275,-0.10860608384217425,-0.04902299594947614,-0.05715091716036218,-0.06325392366023037,-0.0771389374138673,-0.0925588087551022
Chronic Health Indicators-COPD-Ever told you have COPD?-No,1.0,0.04207093191745116,0.0450723160701032,0.03913874617845137,-0.3642152348905384,-0.36465944101568437,-0.3673702384440227,0.038222969075820616,0.05679373251676795,0.05637401504471226,0.05749566281006439,0.042814509327060636,0.09263637940672986,0.006179985634521605,0.04721542804128112,0.0449660406823144,-0.044803281287237484,0.049917219656433934,0.11594709466431402,0.1149000844911002,0.05001090799444284,0.05888575587237572,0.04810335084101711,0.011290194784603063,0.004622696214944933,0.008536040125140506,0.014863375322569029,0.037906436077315024,0.0812234579268515,0.11203264080999448,0.15476648729665712,0.05738497743330146,0.02614770810969715,0.06726730994261648,0.14564217613771802,0.15791515188640215,0.14272437912570837,0.11778688890170864,0.05736081704933067,0.08658207477485691,0.05950815730138667,0.05081929426562907,0.05047064101177448,-0.02781006618507997,0.09766775404910225,0.05736081704933067,0.10071316159232326,0.06715618078568349,-0.040545968572216935,0.0769641248752928,0.0358929202439959,0.03553032906077423,0.11892588390047959,0.09038222624618338,0.10818019695073759,0.048258602195058016,0.05630792969534906,0.06260666137891459,0.07763582541792946,0.09223285387143043
Chronic Health Indicators-Depression-Ever told you that you have a form of depression?-Yes,1.0,-0.3887202959410299,-0.3897146584858596,-0.38769307216138815,0.3107074954192742,0.3272486453475188,0.29751394016761085,-0.3866693757975181,-0.39801999807416627,-0.39690957015994655,-0.39703248796623747,-0.3890786567179553,-0.4233147527300309,-0.3649977363218269,-0.3881927158650307,-0.3942901791208419,-0.33250566948255195,-0.3754076019627151,-0.423927821920974,-0.4149337581878115,-0.3886022710585906,-0.4088609471820552,-0.3835279937380293,-0.3507137944579429,-0.35440761942847326,-0.36039766906016607,-0.3624285993653819,-0.3742776199025409,-0.4014829277723885,-0.41532585315488946,-0.4481693397079529,-0.39855999691509325,-0.37560030559978147,-0.3988409210141433,-0.32034032623748754,-0.3578494178941821,-0.43052547236781114,-0.40712863529185106,-0.39816611282026765,-0.4090769465851784,-0.40719791628029217,-0.4010862789402583,-0.3889309723172074,-0.3192506555429487,-0.43728495567208253,-0.39816611282026765,-0.31117279093711464,-0.4106450023223202,-0.24822365956589879,-0.4048669343085107,-0.3837446270433247,-0.40784619083563045,-0.4246346196169435,-0.4329887250232791,-0.4355711552948215,-0.37499868680553994,-0.42079227999505736,-0.4051715015530811,-0.43417170736261546,-0.42244442355345263
